	ERR475468	ERR475469	ERR475470	ERR475471	ERR475473	ERR475474	ERR475476	ERR475477	ERR475478	ERR475480	ERR475481	ERR475482	ERR475483	ERR475484	ERR475485	ERR475486	ERR475487	ERR475488	ERR475491	ERR475492	ERR475493	ERR475494	ERR475495	ERR475497	ERR475499	ERR475500	ERR475501	ERR475503	ERR475504	ERR475508	ERR475509	ERR475512	ERR475513	ERR475514	ERR475515	ERR475516	ERR475517	ERR475519	ERR475520	ERR475521	ERR475522	ERR475523	ERR475524	ERR475525	ERR475526	ERR475527	ERR475529	ERR475531	ERR475532	ERR475533	ERR475534	ERR475539	ERR475540	ERR475541	ERR475545	ERR475547	ERR475548	ERR475549	ERR475550	ERR475553	ERR475555	ERR475557	ERR475560	ERR475562	ERR475563	ERR475564	ERR475565	ERR475566	ERR475567	ERR475568	ERR475569	ERR475570	ERR475571	ERR475572	ERR475573	ERR475574	ERR475575	ERR475576	ERR475577	ERR475578	ERR475579	ERR475580	ERR475581	ERR475582	ERR475585	ERR475586	ERR475588	ERR475589	ERR475591	ERR475592	ERR475594
K00874	104075.58	83218.09	57500.84	76035.23	60784.1	59872.57	125313.84	80324.25	130282.94	27493.33	40884.82	59683.22	40181.9	83015.86	42917.68	21494.71	29695.5	61744.22	53168.65	41869.01	148973.84	58600.87	62776.95	419582.4	295316.56	329198.95	520363.13	341760.04	321330.43	279376.49	232413.61	131704.55	339265.1	130576.51	158289.39	159745.09	99874.15	276207.37	209479.83	303608.64	271080.2	212346.05	152787.68	175019.96	128728.48	205453.24	59013.42	105469.9	101166.37	110085.35	157671.79	76345.75	132614.9	166773.94	126567.52	121112.17	136937.69	89612.8	181273.42	149331.7	126762.01	118094.85	102741.33	132746.6	162251.95	165252.25	119300.77	157633.35	215767	93383.25	166106.96	203030.4	104333.9	90703.55	132629.72	290732.99	99946.77	163666.86	151823.37	116864.36	124229.8	65651.32	142460.78	183146.38	220666.88	142612.33	197938.99	159482.11	197362.22	287457.96	156741.4
K00875	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	77	0	10	9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00876	133020.86	96739.48	84350.93	93497.57	66403.76	87734.72	149391.17	89243.6	219364.01	28833	52986.99	45746.72	53173.65	92674.13	64456.04	29637.28	38336.09	63873.64	59509.91	45192.09	208574.5	47066.54	84026.87	557552.09	356995.64	350727.55	464068.88	477838.94	491172.17	482859.49	349583.22	179087.38	445778.75	175982.56	185466.13	205410.75	163229.95	285343.45	228440.33	446186.05	293213.12	207204.38	206817.82	190605.78	213554.85	254411.5	76781.87	179538.14	128033.32	179638.35	218726.79	105934.42	185615.88	193104.07	166742.19	165725.43	168389.02	266056.63	208448.68	157277.71	147401.04	156324.49	182986.55	187280.21	187317.35	55086.75	193953.34	204217.34	264486.25	115374	221130.65	360053.07	213080.72	123114.21	182322.81	319154.91	170536.67	203395.98	212278.71	150053.1	154905.97	91938.9	186496.53	246634.45	249396.79	152727.25	151735.91	110969.94	200795.48	318828.47	84856.9
K00878	68677.5	51540.52	46812.53	34450	22577.75	42575.57	39560.53	42836.08	108597.64	32221.2	21412.08	31824.82	40213.35	30908.1	31101.92	30259.23	32349.5	27261.96	16516.62	19313.5	94374.92	27401	32120.3	182563.46	230593.61	323306.4	110506.01	174680.35	260835.92	290224.07	214704.25	124685.5	160250.21	76780.58	129300.53	107728.42	95384.66	166916.5	47901.6	107887.91	62542.33	102529.56	93699.38	116935.99	91828.09	110740.83	49672.15	69762	52383.82	66475.25	123414.92	30983.72	56129.62	82802.92	53971	49159.9	74988.58	164454.05	154710.34	132330.38	102678.79	85929.45	120131.93	41074.45	109422.7	43226.3	53935.63	110541.5	59949.5	60678.29	93529.71	173078.25	132091.78	90599.44	81693.77	252088.43	88088.65	37042.91	130247.28	62624.25	44465.52	44233.2	71754.55	128721.1	80244.68	83253	110098.53	54481.45	90295.61	81615.33	40916.2
K00879	4704.18	7676.07	5073.56	779	1344.5	1472	4015.62	2808.75	7282.43	714.33	2093.1	682.82	3994.6	4426.93	2149.25	1202.31	4591.75	1944.17	5937.2	1585.08	7830.84	2265.67	2050.75	14837.55	12246.89	27024.4	5613	16099.52	40016.9	12067.99	26526.38	13857.67	9512.07	5539.16	10208.73	10728.67	23262.1	20618.75	3614.2	5946.59	4356.42	5593.65	13896.13	5210.36	17677.28	9386.25	21545.82	12747.75	3157.29	15133.5	8470.67	4223.8	3149.48	10146.59	7316.67	3326.9	6156.17	43711.3	25369.35	11760	12107.01	10126.35	7705.83	7748.95	8058.7	8854.25	2887.47	12011.67	7221.5	5809.62	7371.08	10852.08	34602.95	17487.4	6754.25	20812.7	12903.92	16355.91	21560.67	18177.08	10113.95	8825.75	7761.55	10816.33	6064.81	14461.08	41508.61	16237.43	5713.17	11988.28	22764.53
K00880	1409.48	32.3	560.65	14	224.5	435	440.95	620.75	755.43	176.4	86.9	2300.92	7.6	2519.75	499.25	651.98	158.25	7.5	113.2	144.75	2684.17	23	208.35	255.55	2493.53	8875.55	5950	2793.4	927.57	340.66	13089.88	89	821.4	408.48	14.4	1024	451.15	2141.42	590	1062	55.08	818.65	11412.13	240.5	10541.48	3053.92	18685.7	576.75	501.4	1294.5	724.57	846.8	1306.65	585.92	2022	138.9	537.5	207.3	417.67	15.6	441.55	240.2	337	1409.95	1778.85	62.25	510.8	1209	4369	197.62	1432.95	112.75	3032.95	328.47	866.92	163.9	333.25	4378.68	17756.37	10546.92	645.62	3243.48	948.55	3071.33	1197.5	12670.25	22441.48	932.1	1774.5	719.61	14440.53
K00881	154	145	26	80	30	1002	1347	1105	396.43	10	0	0	28	0	110	0	0	4	202	0	6	0	0	60	0	72	126365	238	1610	0	3640	0	1180	175	11	68	0	106	1018	182	0	182	1391	88	392	2860	4	0	190	710	368	864	1500	1126.5	232	0	28	0	136	294	52	128	98	798	44	0	160	0	5991	0	70	66	0	0	577	190	19	4933	238	210	134	99	504	530	16	5730	1255	92	1064	72	19888
K00882	86754.03	49077.75	42728.46	34269.5	41466.75	51504.5	59220.2	48931.92	125731.18	42072.2	49230.25	46186.62	56857.85	34191.1	36792.35	26567.63	34500.5	40380.96	19573.95	27394.83	140172.92	32139.5	55538.3	337234.16	123296.31	311374.9	143790.75	241935.8	304023.55	326081.41	185681.13	149779.5	181908.15	96625.45	157115.73	135335.08	126856.19	216728.7	67543.6	204854.29	74505.83	142869.23	116625.19	149606.19	144348.12	120990.3	63519.92	107720	55807.82	87635.25	136641.15	55212.38	53133.15	98935.85	66284.17	49702.65	95251.08	199645.05	167905.7	143790.22	123848.59	86290.58	135105.3	91923.48	144157.5	48981	112918.3	150971	64893	48639.78	103735.18	206158.25	170592.35	113641.6	106574.5	302595.87	148032.25	39238.88	139939.27	68764.75	67515.75	52915.53	78646.05	142045.5	123731.61	92348.5	127173.13	64741.18	110852.67	102359.29	44895.2
K00883	8124.75	4112	4808.25	3271	8663.5	1900	7794.75	4888.75	10998.43	10421	5768.5	23136.75	4673	3329.75	2258.25	821.25	728.75	11540.5	4729	10025.75	3381.5	14151	4711.75	16335.75	85887	21830.25	56355	44652.5	4567.5	11378	44682.25	2428	33758	310.75	24940	17687	35004.75	60731.75	11324	40553	3391.75	13465.25	7834	2750	11711.25	7290.75	19981.5	3754.75	3237	2014.5	2623.5	4265	8711.75	6795.75	7008	10923.5	6370.5	582.5	3119	4371	3691.75	749.5	5779.5	7591.75	3763.25	134514.25	1475	2027	4895.5	10845.75	4351.25	1862.75	1547.75	7294	3723.25	9710	5449.25	9831.75	25217	18612.75	15610.75	4675.25	10507.75	31665	41334.5	26672.75	20252.75	67375.5	60215.5	27772.25	76447
K00884	1218.58	29	479.25	154	224.5	0	21.75	2269.75	855.43	0	22.5	5.75	33	2323.75	341.25	638.58	149.75	11.5	99	144.75	2378.17	10	86.75	178.75	1316.16	8872.75	3993	556.5	274.17	212.66	12442.58	0	35	318.75	2	972	42.75	2223.75	58	660	48.75	608.25	5809	475.5	10015.08	6765.75	17974.5	546.75	130	1143.5	35.5	261	360.75	576.92	0	15.5	16.5	34.5	66	388	3.75	70.5	196.5	5.75	720.25	62.25	112	20	57.5	16.75	574.75	35.75	132.75	0	1589.25	76	328.25	146.58	16946.67	9977.75	322.75	3163.08	778.75	2914.33	1251.5	5693.25	12924.08	222.5	302.5	423.08	8897.33
K00885	1206.58	0	479.25	11	224.5	0	16.75	620.75	342.43	0	22.5	5.75	5	2323.75	341.25	513.58	149.75	7.5	0	144.75	2372.17	10	86.75	178.75	1277.16	6844.75	3993	556.5	252.17	211.66	12442.58	0	5	116.75	2	294	36.75	1105.75	0	649	48.75	606.25	5809	236.5	10015.08	3022.75	17974.5	546.75	130	784.5	35.5	257	345.75	389.92	0	15.5	16.5	34.5	66	0	3.75	64.5	98.5	5.75	720.25	62.25	112	20	57.5	16.75	538.75	16.75	132.75	0	828.25	76	309.25	65.58	16423.67	9977.75	322.75	3098.08	127.75	2914.33	1140.5	5693.25	4252.08	222.5	302.5	423.08	8897.33
K00886	13	2.67	0	16	16	182	8.67	1.5	667	6385	131	339.34	0	45	5562	4009	2461	29.71	2686	42.33	45	214	27	4939	1744.83	826	143.33	1086.33	39.5	18895.33	239.5	11971	358	6277.33	187	108.17	600	7456.67	25	891	179.16	111.83	6855.83	219	1127.33	2909	63	6	260	0	1077.67	1.33	406	160	575.5	14	108	1750	207.67	159	63	197	1031	111	181.67	853.5	23	2444	0	2.67	127	596	1040	3865.67	133.67	94.67	3827	4	105	948.67	44.67	70.67	58	599	739.5	1236	5065.5	699	6275.67	263	2320
K00887	2847.6	1444.6	1443.87	631	39	5160	761.33	1071.5	3250.5	2001.7	146.4	7668.47	1721.25	1549	11831.6	283.4	474	1814	162	48	889	967.75	581.97	4833.7	2889.67	257580	2689	2832.95	11280.65	9324.5	1504.33	1868.75	2479	11051.2	4311.58	3834.17	22104.5	21735.09	1447.9	4305.67	351.33	40653.33	7748.3	8624	7717.93	7816.27	3436.5	1483.33	135.2	4331	15112.57	1163	1211	1132.8	576	1404.67	640.5	6243.17	4734.18	2321.47	4571.33	3330.98	1585.47	11808.2	8905.8	2562	1494	4069	633	2127.75	1483.26	558.25	5453.4	5299.28	2883.75	42270.92	50939	1741.47	2532.85	466	5355.67	1764.2	2093	709	5591.67	3086	57130.35	4790	1555	615.76	3345
K00891	169254.29	108685.11	79598.96	77820.51	74259.22	99447.3	145955.64	99388.17	204915.22	89008.53	96835.8	102870.64	120234.05	75648.71	68262.98	58934.61	67750.17	66350.45	54929.91	57111.77	214862.01	76010.44	88822.65	485774.61	417618.42	410426.07	405844.56	493874.91	627329.08	567941.4	363744.88	265825.05	435810.4	166359.08	313153.71	241127.77	250215.59	477285.47	191755.65	326720.92	215234.27	296909.88	257495.39	247343.41	216700.58	242785.69	106890.48	167742.28	106026.97	186428.55	232139.19	117763.97	140710.12	222793.15	152537.14	120520.76	166277.32	370508.53	321405.44	285064.15	215606.1	174120.42	235326.39	150156.28	227667.48	231862.55	184176.51	255248.78	232116	117928.94	212558.58	313174.05	337181.88	214038.92	167264.44	544467.85	236112.89	145122.67	230784.72	145528.5	149317.55	103236.76	166816.38	262211.57	229839.38	195003.33	226795.34	183382.04	261364.86	287257.91	148560.31
K00892	1058.75	29	479.25	154	157.5	0	16.75	1745.75	733.43	0	17.5	5.75	33	2311.75	340.25	638.25	149.75	11.5	99	55.75	12.5	0	34.75	5.75	1232	8777.25	3932	543.5	272.5	36	12438.25	0	35	229.75	2	949	42.75	2099.75	58	458	2.75	558.25	5805	275	9697.25	6765.75	17877.5	546.75	99	1137.5	8.5	181	289.75	489.75	0	15.5	10.5	34.5	7	388	3.75	70.5	196.5	5.75	620.25	62.25	12	0	53.5	16.75	549.25	31.75	132.75	0	1526.25	76	325.25	116.75	16779	9977.75	134.75	3162.25	778.75	2914	191.5	5692.75	12923.75	222.5	302.5	123.25	8895
K00895	13032.65	10918.62	6814.33	19458.18	10090.8	10266.97	39499.82	11972.5	12086.98	51	7678.12	62	475.85	21563.53	7355.53	21	459.25	6611.65	17637	5265.53	11582.75	3667.85	7039.6	54990.4	34560.3	3102.25	155253.88	39478.87	45630.38	37821	42745.03	3673.63	92509.13	37877.05	3725.5	13989.52	1132.45	35135.6	70997.03	53273.65	97060.18	28133	35087.25	16633.05	16503.25	45793.22	2297.2	12393.95	19615.73	21673.55	17065.87	27237.45	50981.82	35088.05	34481.55	32279.62	16823.57	2362.6	1908.62	93.1	619.35	22211.5	2820.5	29406.35	3688.45	548	26178.5	11952.28	94616.75	12611.53	34724.15	8842.47	6235.75	1914.25	11819.67	15153.4	1863.8	63371.35	2002.6	24438.83	35310.95	13629.22	37180.28	16715.9	32491.22	15567	8332.03	9971.58	28552.9	84521.95	10698.75
K00897	111	25	38	0	25	58	59	209	25	19	0	455.67	51	12	183	0	21	26	6	0	152	71	0	147	41	313	707	89	131	52	301	119	0	44.33	10	0	567	267	0	320	35.33	322	1392.33	53	166	28	614	735	35	35	426.67	4	225	0	41	0	10	248	435.67	61	368	130	0	465	579	38	0	45	567	40.67	56	32	85	224.67	624.67	891	440	18	0	30.67	496.67	64	197	26	707	516	2590	226	97	153	413
K00899	651.2	1019.6	2220.6	619	427	1417	1629	2275	2624.43	115.6	246.2	1585.4	138	816	374	137	169	581	396	583	1275	390	688.4	1050	5310.7	260057	72151	5924	8654	2000	7691.75	354	4077	1435.6	301	1488	77	2837.5	3299.2	1747	102	97	3004	601	2188.8	4511	2217	1914	1506.6	978	693.6	1221	2097	981	474	124.75	2761	1509	2373.2	484.4	1099	2895.8	924	2773	1396	0	924	4090	7671	1104	4239.8	1237	605	827.6	1338	1323.6	404	8518.4	5108.8	1287	1187	787.6	3501	1843.5	663.5	7337	11584.3	1290	3477	779	11676
K00901	54476.55	27078.87	17315.21	29757.83	32516.92	21321	47339.6	26990.25	73314.75	24312.7	43752.25	20334.92	21394.25	19712.35	14359.87	1784.83	17005.75	26381.45	24676.25	18651.7	78659.34	18654.2	36761.32	249777.83	116759.11	61875.26	138807.18	160275.21	158275.69	214891.41	109427.86	65922.75	163967.15	48536.08	63945.25	84394.92	57829.42	139819.09	93061.51	192321.74	28943.16	40604.16	75268.92	69478.24	104238.97	67086.4	31539.52	72252.08	46681.57	42385.15	68354.17	26097.75	60842.83	62580.25	61101	50051.79	53821.83	87481.02	37097.63	28713.65	31941.24	65703.45	57947.77	64861.75	64766.64	53155.3	92125	83372.4	75342.5	18724.5	81915.55	96932.75	82487.75	48458.28	64279.35	59678.73	45196.73	82621.75	67297.94	72060.93	76395.87	37956.3	38615.25	88460.69	88989.02	36942.25	37726.33	50719.35	79921.27	137908.71	42593.58
K00906	1160.75	252	538.45	146	162.5	0	13.75	1211.75	581.43	7	17.5	7.75	33	2342.75	385.25	641.25	149.75	137.5	64	128.75	597.5	0	392.75	23.75	3048	8807.25	4029	1565.5	275.5	3875	12536.25	0	1526	297.75	36	969	39.75	2155.75	71	740	786.75	564.25	5805	124	10412.25	6029.75	17877.5	564.75	99	999.5	214.5	215	340.75	1244.75	0	74.5	25.5	43.5	29	294	26.75	102.5	262.5	23.75	620.25	321.25	12	7	53.5	22.75	1179.25	744.75	132.75	5	1346.25	107	333.25	85.75	16750	10007.75	1999.75	3112.25	669.75	2982	338.5	5692.75	11419.75	253.5	322.5	2128.25	8906
K00912	18875.23	15277.62	9347.22	22957.85	13348.63	11745.54	45616.74	17370.92	23195.04	5709.33	10103.12	6916.62	1839.35	26001.61	18150.12	763.91	843.17	9114.49	23796.34	9464.94	19199.59	10821.69	9845.35	74269.48	82859.02	57560.7	188766.81	103954.54	77550.81	62268.82	87733.56	6680.3	118534.19	35345.43	12906.83	22248.69	13587.67	70660.05	77036.03	90244.34	100757.61	32429.25	52976.41	16772.02	30219.63	58883.5	21487.63	16541.03	27489.4	27409.05	21554.34	51169.62	66144.54	43822.11	46262.22	43224.87	26139.24	6590.43	4485.12	2099.43	1970.13	42122	11172.26	33397.6	7028.04	39336.05	32845.33	16252.78	96555.25	16343.79	46627.76	20183.55	8169.5	5339.75	22778.19	7172.4	4509.12	86120.09	24800.28	46726.91	47040.4	20415.97	45523.53	39752.49	53825.23	28089.58	59239.34	46783.51	51890.01	103846.33	39436.58
K00917	3894.05	2961.55	990	158.5	191.75	8218	3601.95	1149.5	4084.75	5843.5	366.35	7963.4	6000.35	422.5	10840.1	2131.05	1417.25	1042.25	5192.95	1279.75	4145.75	1731	958.25	13597.08	1755.67	927.55	925	5410.1	15460.55	16101.75	1350.3	7308.5	1962.4	2058.25	9582.1	1611.25	25354.15	15617.92	1839.2	5131	1925.75	44561.15	10582.02	3633	3543.78	942.52	1799.7	2533	290.5	3200.75	10022.45	2500.55	713.4	3064.8	1189.25	2429.4	1768.25	26838.05	10944.15	10090.25	7783.05	4140.05	7568.8	12805.4	12723.4	4013.75	2467.05	6859	15760.5	1483.7	1867.83	15447	15115.6	7744.65	2103.25	74973.85	50812	1782.5	790.75	394	683.2	1464	1265.3	3890.17	4295.5	3971.25	18240.7	5775.1	11763	1401.38	10625.7
K00918	78.5	63.5	13	0	15	501	636	0	30	0	0	13.5	0	0	55	0	8.5	0	73	0	0	0	0	30	81.5	36	63159	152.5	788	0	1910.5	0	575	0	6	34	0	0	514	91	0	91	442	0	196	48.5	0	0	95	355	193	444	728.5	467	147	0	14	31	154	0	40	105.5	6.5	399	22	0	80	0	2939.5	0	17	33	0	0	27	156.5	0	2362.5	124.5	139.5	67	53	0	265	11	2829	45	46	532	36	10098
K00919	117429.35	76319.71	64130.23	64981.18	61130.05	67757.37	109240.19	69491.42	171212.96	60799.53	66489.37	70102.83	62415.2	62055.96	55529.39	30862.96	40553.92	57344.95	46244.29	44458.02	161420.68	55353.69	71334.57	417802.06	339509.67	374701.81	360476.89	389426.76	398223.03	447051.9	307258.19	179760.3	347631.34	141436.46	197008.06	180707.28	168373.77	331422.31	155428.79	340888.93	182323.68	183569.56	174815.76	172220.21	176632.5	189496.02	66045.45	129160.61	93207.22	124065.8	179959.33	90043	129558.27	152767.74	128714.22	115888.61	133825.99	208115.65	177890.82	148813.65	130913.97	135761.75	159213.23	130131.5	156886.63	185478.3	146901.63	180520.28	164543.25	90563.16	163147.86	253436.05	182147.6	130823.35	139229.61	319916.77	162764.12	137155.76	171035.38	122732.41	123322.44	75636.76	138888.33	215689.82	213564.88	132503.83	177560.89	162636.86	210898.35	231475.87	124611.78
K00924	259	512	117	109	39	720.67	1029	40	77.8	11	32	138.2	540	43	142	0	29	507	94	63	707	42.5	432	49	4232	300	63668.93	1613.17	6986	4662	3612	27	2820.4	95	173.88	93.5	209.47	3349	1034.5	715	784.5	713.33	4772	847	1434	638	570	4	314	1380	5839	638	1131	562	674	40	83.33	24	124	22.83	2445.2	126	135.6	717	159	268.3	97	319	4616	111	692	819	363	904.5	350.6	319.12	33.83	4698	327.42	371.6	1942.4	121	90	1242.6	297.87	4234	1723.4	1549.6	2470.6	2264.8	13002
K00925	113328.18	73355.54	61013.87	62011.18	55604.05	67663.37	103525.19	68090.76	161738.3	53220.2	62518.04	55365.66	59200.7	61167.48	53276.72	31613.63	40082.42	54306.28	36267.62	36883.69	161046.01	42807.52	68985.57	409098.23	270293.84	350635.66	388006.89	362877.63	396127.03	442061.24	286372.02	176940.13	325788.01	147329.21	179758.61	173900.94	144957.06	299631.14	148384.79	309191.86	180524.34	177951.89	167503.1	175828.23	178229.5	188613.19	66867.74	126874.61	90090.17	124776.8	184039.66	88899.33	124057.77	145336.4	118729.22	107494.61	125082.65	212879.65	179015.8	147443.32	135265.43	126123.93	156978.07	126106.33	156630.48	89558.3	144728.63	179357.61	168840.75	78155.65	161087.86	256598.22	185986.27	127074.68	137353.11	347780.42	162831.78	126384.6	163586.79	113319.25	115115.44	74381.09	128165.33	195370.15	189492.19	125016.5	148468.06	110085.53	173099.01	213723.7	93720.78
K00926	60608.51	42124.33	35388.9	24732.67	17110.33	41150.4	44586.65	40206.09	76328.03	13196.2	14703.27	34599.02	44662.2	30223.1	28046.92	29304.88	28618.42	24476.17	10329.07	17214.58	81476.84	20827.67	25365.72	176869.68	106181.18	42565.65	307986.75	162151.34	258483.4	131730.16	104465.54	115315	121043.38	51677.33	118248.43	94886.67	128987.92	158468.01	49681.3	68762.92	50654.75	160474.55	112390.27	89525.49	86903.12	91984.42	86077.27	77688.91	30064.32	69311.5	85264.17	56419.6	26849.52	83988.59	38828.25	28031.64	51531.17	201923.6	167022.11	138152.47	98963.64	43197.53	81972.17	62128.15	100724.47	46133.75	55457.18	93734.33	72450.5	51164.82	73450.54	122282.75	165263.82	91913.91	60242.42	253092.35	140892.65	42020.8	112912.02	54966.32	48459.82	41192.53	53921.85	67039.24	69759.07	109926.75	148086.08	29491.28	81434.5	82667.3	98293.73
K00927	118486.35	74277.71	59144.23	65029.18	60270.05	66339.37	108537.19	69240.59	174371.46	60375.53	64852.37	71586.83	62024.45	59819.96	54310.39	30892.96	42953.92	56884.95	43736.29	43721.02	161400.01	55492.44	70423.57	418831.56	392424.17	387818.81	340356.89	385736.09	390335.61	455058.9	274310.19	175864.55	333074.34	137746.46	198415.56	179995.11	162757.94	329441.39	152813.29	334331.6	175828.68	184321.89	174889.76	172024.21	175724	184414.02	66745.95	127385.61	93715.22	121980.8	171541.83	87580	111264.27	150175.07	123842.89	115940.61	133807.32	207765.15	178761.07	150251.82	130621.3	143592.83	162517.23	128466.83	158033.96	185664.8	144538.63	178384.28	160392.25	90538.24	164511.19	246341.3	182512.6	130947.1	139561.36	320671.77	164309.12	134371.96	174719.38	125757.41	122207.44	74042.76	131969.33	228835.82	210659.88	120771.83	177314.14	166876.36	210026.02	224076.37	124513.78
K00928	153415.98	105715.63	79010.16	81063.98	70811.13	93194.84	144307.2	95369.6	224889.36	81502.93	75325.91	92786.83	93421.05	72970.84	63565.64	57979.61	62568.34	74357.82	59648.41	55553.43	213211.26	65103.06	86604.1	528325.86	439692.85	935222.66	547017.85	505257.44	546467.3	586931.98	373746.62	258256.43	478936.7	179402.19	255683.71	240245.81	239441.01	438291.55	228299.62	402479.08	205933.6	287676.04	248110.64	229711.71	216150.57	231407.21	81277.8	174263.61	108376.25	174595.95	235824.1	120975.8	170658.41	222475.32	154930.31	139395.58	166759.19	336194.71	276004.11	248572.27	200492.1	174294.78	216647.56	183721.11	215907.01	216588.55	190298.26	245018.39	274297.5	116495.74	212293.64	349499.17	294536.72	189089.07	178359.07	556423.92	231007.62	191117.89	226182.08	151621.98	169873.19	96612.55	168438.51	274338.59	254107.67	207444.08	239226.92	192946.46	286883.36	296582.82	160070.48
K00929	22110.23	14374.58	12616.83	22889.67	10388.83	13611.65	27973.77	17033.84	31843.77	1579	9157.27	2272.5	1457	7007.85	4735.87	328.5	1803.17	10731.62	18465.67	6303.28	17532.67	5524.62	9844.6	65845.5	50787.53	271199.75	292270.25	96376.79	74883.53	59879.5	59067.73	8571.5	108519.33	24514.18	8198.5	18466.5	13795.12	43297.25	75038.2	62935.65	6007.17	35982.67	43107.75	16975.29	19332.1	31455.65	5664.52	19936.33	26629.87	28940.15	25278.1	32753.5	65109.22	35716.67	23409.25	38619.87	15446.67	8255.68	9633.98	3633.1	4154.46	37197.35	20172.75	32011.75	7215.47	3075.5	29552.83	17147.73	108071.5	8622.92	43967.23	40259.75	19501.42	8227.33	18278.67	18176.03	6531.55	81661.7	20042	31560.82	40673.8	16819.1	14595.5	25806.26	31553.15	37535	10078.25	19198.08	35008.5	98840.83	43979
K00930	106104.13	72644.36	60177.98	59867.18	47639.8	55137.97	87412.78	63760.09	144924.55	59257.53	60588.29	62267.49	59851.7	38496.61	39716.82	30587.11	40236.17	46597.7	43357.87	37709.94	125092.6	48197.44	56464.65	291637.35	367851.95	386454.26	356316.64	337039.76	374101.83	416031.32	295371.74	149487.05	324931.43	118692.33	181575.51	156286.86	128728.23	280284.77	142173.29	234280.15	77434.93	140511.48	158228.81	150652.22	139307.96	147939.84	58955.4	94613.53	84361.1	106386.05	156174.81	74727.25	126127.3	135770.24	111522.22	100425.19	111158.74	180603.23	167227.37	140965.73	113630.6	130661.12	143757.53	87698.7	126860.91	183030.05	107295.8	153016.28	164035.25	83690.74	148018.83	201624.8	165581.17	118081.1	108862.11	284136.59	103730.55	130012.76	152659.79	113950.18	102173.97	64022.51	99285.83	196963.99	167647.6	128900.08	124215.89	159455.11	184824.01	214092.89	120835.28
K00931	113302.17	74624.83	62538.49	63731.51	57646.47	65145.97	99088.44	67647.75	168003.54	59329.73	64045.35	68301.29	60821.7	44088.46	52226.22	30389.71	37779.5	53185.03	44299.87	42487.61	157996.59	54274.77	66990.45	409942.48	320718.59	372277.11	421881.14	343224.17	376920.43	437177.65	289963.08	165610.55	338848.76	119345.61	190510.93	177473.19	159480.19	293355.27	152677.69	325350.4	86123.93	179012.14	169099.84	164835.91	168473.06	166273.24	65438.35	122223.7	89404.92	109393.05	177544.31	78808.92	124112.3	143994.1	123015.39	108143.19	130308.4	203612.9	171164.06	142123.7	121354.72	127537.1	152737.06	129235.83	152144.62	184910.55	142477.3	175425.95	165195.25	88578.07	157366.43	245665.8	173291.43	120292.14	130979.44	306554.43	157202.22	132888.89	166408.48	121313.84	106895.97	67087.21	112457.83	206799.83	199857.57	129528.08	166711.49	157336.78	207951.52	217638.46	133281.28
K00932	1046.75	0	479.25	14	157.5	0	12.75	96.75	220.43	0	17.5	5.75	5	2311.75	340.25	638.25	149.75	7.5	0	55.75	6.5	0	34.75	5.75	1232	8768.25	3932	543.5	259.5	36	12438.25	0	5	27.75	2	949	36.75	1923.75	40	458	2.75	558.25	5805	36	9697.25	3022.75	17877.5	546.75	99	778.5	8.5	177	274.75	302.75	0	15.5	10.5	34.5	7	0	3.75	64.5	98.5	5.75	620.25	62.25	12	0	53.5	16.75	513.25	12.75	132.75	0	765.25	76	306.25	69.75	16610	9977.75	134.75	3097.25	134.75	2655	80.5	5692.75	11415.75	222.5	302.5	123.25	8895
